ID,Name,Age,Gender,Email,Date,Product Purchased,Price,Rating,Address
162dd399-d95f-43df-a434-c611d5d58e83,Adam Newton,43.0,Female,kaylahicks@example.org,2024-09-21,Tablet,675.0,2.9944500504540867,"Unit 6248 Box 8039, DPO AP 31840"
c359d40a-cd38-4d6d-bbbc-a64f3c16503d,Elizabeth Lawrence,24.0,Female,ytownsend@example.com,2024-12-09,Tablet,989.0,2.0,"81215 Ryan Haven Apt. 396, Port Edward, CT 25666"
944adac0-f976-4868-bf60-008a192caf58,Donna Zimmerman,33.0,Male,kelly84@example.org,2024-04-16,Smartwatch,901.0,1.0,"59107 Mckinney Turnpike, Port Christinefort, NC 13353"
6e8b35fd-bd49-419d-9a5d-c88ee9ad47f2,Manuel Yang,19.0,Female,amanda63@example.net,2024-01-16,Tablet,793.758906783797,2.0,"000 Lawrence Squares Suite 013, North Brianport, AK 35775"
fbd88ab6-8abb-4017-8381-3365a5693b70,Paul Clark,35.0,Female,davidramos@example.com,2024-10-01,Headphones,1206.0,2.9944500504540867,"46278 Alison Ridges Apt. 695, Turnerton, SC 04034"
fc5dd4e0-9c7b-4080-9824-c9bf7dd9a13a,Kim Tyler,39.17246596066566,Female,grayshannon@example.net,2024-03-12,Laptop,793.758906783797,2.9944500504540867,"308 Marcus Harbors Apt. 607, Aaronshire, NE 30445"
6cde8b6f-01a5-46ed-97ba-40512b0f7412,Joseph Frank,39.17246596066566,Male,wsmith@example.com,2024-04-20,Headphones,111.0,2.9944500504540867,"021 Brooks Mills, Dianefurt, DE 09342"
380a4c25-a658-4047-bc8c-d5595900b46b,Connie Ashley,38.0,Female,david33@example.net,2024-02-18,Smartwatch,793.758906783797,2.9944500504540867,"6661 Craig Meadow Apt. 755, Brownstad, AR 47841"
b5e6d81b-7986-434e-b259-6389bacc1925,Donald Grimes,32.0,Female,jenniferdiaz@example.net,2024-06-24,Laptop,651.0,3.0,"69010 Ward Fort, Lake Daniel, UT 14546"
0ce25c47-f7bc-4dd2-9e31-fe0397388d6e,Jamie Smith,36.0,Male,mcgeebilly@example.org,2024-07-31,Tablet,1456.0,2.0,"000 Lawrence Squares Suite 013, North Brianport, AK 35775"
ac554f6f-635a-4a2d-9ce8-849a3ad06d98,Alex Dillon,39.17246596066566,Female,zross@example.com,2024-10-11,Headphones,1244.0,5.0,"6871 Olivia Forest Suite 674, Melanieton, CO 29485"
77ac8ad8-34e4-45a7-92ce-5a37bdaea223,Anthony Eaton,30.0,Female,pmcbride@example.net,2024-08-18,Phone,1364.0,2.9944500504540867,"USNS Nelson, FPO AA 80268"
87475211-c40f-491d-9ec8-c58e6114bc02,Sherri Bishop,39.17246596066566,Female,matthewmaldonado@example.com,2024-10-15,Laptop,963.0,2.0,"000 Lawrence Squares Suite 013, North Brianport, AK 35775"
daf18868-a03c-49b5-be6d-c9d81d58d692,Jonathan Poole,43.0,Female,anthony63@example.org,2024-05-20,Headphones,1386.0,2.9944500504540867,"3202 Livingston Viaduct, Lake Dawn, HI 48816"
52e190ce-99dc-4fae-b490-e0d8086738e1,James Pineda,53.0,Male,amanda63@example.net,2024-01-22,Phone,837.0,3.0,"000 Lawrence Squares Suite 013, North Brianport, AK 35775"
2f94990d-1b85-4589-b207-d348d7c665f0,Charles King,41.0,Male,pnorton@example.net,2024-09-24,Smartwatch,793.758906783797,2.9944500504540867,"66453 Bianca Key, East Joshuastad, AL 80883"
40f24721-da74-4a82-a254-9c9f6a190aff,Laura Palmer,39.17246596066566,Male,mary92@example.org,2024-11-22,Smartwatch,793.758906783797,2.9944500504540867,"36666 Rachel Fords Suite 393, North Dennis, OH 57159"
9ce72b7d-b965-4077-80a3-2abc34316611,Kirk Brown,22.0,Male,brandy79@example.com,2024-06-29,Tablet,788.0,2.9944500504540867,"7515 Megan Dale, Davisville, PW 84784"
10668be8-e9e2-4cc5-93e2-029d9d28e454,Timothy Smith,39.17246596066566,Male,brownmichael@example.net,2024-10-01,Laptop,793.758906783797,2.9944500504540867,"000 Lawrence Squares Suite 013, North Brianport, AK 35775"
27de8853-e2af-4560-a3d0-0c499da56be3,Bailey Sullivan,39.17246596066566,Female,harperlori@example.com,2024-04-29,Phone,896.0,2.9944500504540867,"6780 Harris Mall Suite 085, North Anna, NJ 78464"
e0ccd8e3-4b1d-48ef-94a8-64ccd3b8f2d0,Monique Marshall,39.17246596066566,Female,jerry46@example.net,2024-09-27,Tablet,101.0,2.9944500504540867,"599 Timothy Plains Apt. 507, New Danastad, ME 92717"
ec9660f5-a995-4ed9-84af-e3fa3890a99f,William Malone,39.17246596066566,Female,chapmanjanice@example.com,2024-04-22,Phone,1369.0,2.9944500504540867,"99661 Gina Via Suite 022, Sandramouth, CT 36279"
b180e37c-52dc-44cc-a57d-89adef48b224,Nancy Ward,39.17246596066566,Female,amanda63@example.net,2024-04-21,Phone,793.758906783797,2.9944500504540867,"258 Ramirez Key, Ivanville, FM 48191"
4293cdc2-dc30-47bf-aada-cff9a05c2e18,Ashley Neal,39.17246596066566,Female,rkim@example.net,2024-05-19,Smartwatch,793.758906783797,2.9944500504540867,"9052 Richard Street, West Kellyhaven, WY 46495"
b12e9b3d-8932-4cc4-ab22-1a325afe105a,Julie Walters,58.0,Female,latoya13@example.com,2024-05-21,Tablet,709.0,2.9944500504540867,"6444 Castro Hills, East Andrew, SC 59832"
6cc098e8-2189-4434-b183-c69e752fcad6,Angela Powers,58.0,Female,kimberly37@example.com,2024-09-21,Headphones,793.758906783797,2.9944500504540867,"424 Padilla Spring, East Mark, TN 07155"
5b01b104-aa73-48cb-8eed-f7bd5942ccb8,Summer Rios,39.17246596066566,Female,amanda63@example.net,2024-07-18,Smartwatch,1277.0,4.0,"000 Lawrence Squares Suite 013, North Brianport, AK 35775"
07a5bb8b-b2b7-4dcb-8c82-41df6e8cb1a1,Anita Malone,39.17246596066566,Male,randolphjoseph@example.net,2024-07-21,Phone,408.0,2.9944500504540867,"7736 Young Trail Apt. 281, East Kyle, CA 66467"
bfe803e3-b558-48b3-83e2-29d0ab6510f3,Charles Carson,39.17246596066566,Female,nmorrow@example.com,2024-05-20,Headphones,1381.0,3.0,"9813 Mercer Ville, Murrayview, SD 01834"
677b99d8-7624-49f8-b008-1791302f22e3,Latasha Hoover,20.0,Female,ramirezjennifer@example.org,2024-03-16,Smartwatch,793.758906783797,1.0,"45495 Lisa Expressway, Joshuaborough, IL 68484"
39d63480-737b-4628-9cb5-6d33792a7645,Alexis Bryant,39.17246596066566,Female,courtneyhuffman@example.net,2024-09-19,Tablet,793.758906783797,2.9944500504540867,"95767 Hopkins Park Suite 748, North Stacyfurt, NC 77168"
bda0d47e-e7b3-4702-ac2b-f5e4afccca08,Alexandra Parker,39.17246596066566,Female,amanda63@example.net,2024-02-29,Laptop,709.0,2.9944500504540867,"56062 Kathy Spur Suite 328, Christopherborough, MN 40020"
4a524188-2496-4823-b37c-9356de916d9f,Bailey Williamson,54.0,Female,cassienguyen@example.org,2024-10-05,Laptop,1157.0,2.9944500504540867,"000 Lawrence Squares Suite 013, North Brianport, AK 35775"
141ee9e3-a5f3-44ce-b6b9-022b367913bd,Randall Wood,34.0,Female,barbara92@example.net,2024-04-17,Laptop,793.758906783797,2.9944500504540867,"23678 Veronica Road, Wallaceton, AS 13493"
59052342-28c7-4a80-9059-5a45f131568e,Christopher Carter,44.0,Female,mirandapotter@example.org,2024-06-14,Phone,1026.0,2.9944500504540867,"898 Conner Meadow Apt. 213, Port Shelly, GU 14264"
df425b9c-70e1-49a9-96ce-8d07eac16bd9,Wanda Wong,39.17246596066566,Male,xsmith@example.com,2024-02-06,Smartwatch,793.758906783797,2.0,"81714 Tracy Rapid, New Mirandaton, WI 39138"
fb04cf00-fd76-41ca-8ba4-12236d7b08c2,Kathy Allen,39.17246596066566,Female,michaelpeterson@example.com,2024-05-09,Headphones,1411.0,5.0,"28797 Foster Drive Suite 955, South Stephaniemouth, MH 53300"
518e23e9-4e2c-4a5d-83ad-06c6c4533563,Christine Petersen,39.17246596066566,Male,marktucker@example.net,2024-05-29,Phone,793.758906783797,3.0,"USNS Reeves, FPO AA 35869"
07a38fde-7a99-41a7-b092-b437fab4c16c,Daniel Salazar,39.17246596066566,Female,richardcooper@example.org,2024-10-18,Tablet,793.758906783797,2.9944500504540867,"20901 Francis Prairie, South Jasonmouth, OH 43436"
1c4e2a09-375c-4b3e-84fb-8ce19c182c30,Jason Jones,39.17246596066566,Male,amanda63@example.net,2024-07-21,Phone,358.0,4.0,"18287 Sullivan Forge Suite 123, Gilbertchester, VI 94034"
157faecd-c8ed-46b4-8231-a48091f5b066,Anita Romero,49.0,Male,jeffery17@example.net,2024-03-30,Laptop,1323.0,2.9944500504540867,"206 Anthony Loaf, East Michealmouth, PW 28932"
a24fff48-70d2-4f5d-a96e-647e6b9d3801,Caitlin Rodriguez,39.17246596066566,Female,jessica59@example.org,2024-07-08,Smartwatch,1214.0,2.9944500504540867,"65701 Watkins Underpass Apt. 697, Kendrachester, WI 10419"
55af97ec-a08a-440f-85c0-eee304363dc3,Teresa Mooney,39.17246596066566,Male,frenchjames@example.net,2024-11-28,Tablet,730.0,2.9944500504540867,"2930 Williams Curve, Lake Brandon, NJ 04659"
16734058-b994-4172-b2a6-bfa69a779d99,Stephen Fry,33.0,Female,hoganheather@example.net,2024-07-31,Laptop,251.0,2.9944500504540867,"000 Lawrence Squares Suite 013, North Brianport, AK 35775"
7bfcb8ce-b9cc-4a38-877c-070c30a7ee75,Nicole Davis,33.0,Male,robert65@example.net,2024-03-28,Smartwatch,813.0,2.0,"9800 Allen Groves, Davidland, CT 23042"
f677e62c-7f0e-4912-80eb-44d61bee08c2,Barbara Hernandez,43.0,Male,ibell@example.com,2024-11-17,Phone,793.758906783797,4.0,"Unit 2434 Box 2171, DPO AA 93828"
aba6340a-f39e-464c-a223-801d24e94a3e,Sylvia Long,59.0,Female,emily40@example.net,2024-11-11,Smartwatch,360.0,2.0,"0817 Thomas Valley Apt. 007, Kelleyfort, PW 56657"
51dc5c2d-e8fe-49b5-8195-c5c7e6d18ed5,David Ramirez,39.17246596066566,Male,madeline88@example.net,2024-10-08,Smartwatch,592.0,2.9944500504540867,"5452 Brown Estate, North Andrea, DE 15080"
a35ed8c8-cc16-4da4-9011-9bb102bab723,Katherine Franklin,39.17246596066566,Male,mray@example.org,2024-10-04,Tablet,1122.0,4.0,"4937 Baker Row, West Amymouth, PA 75070"
1c86e5d1-a5c0-4f2f-8ffe-2e508291d9b5,Brian Stark,39.17246596066566,Female,mary68@example.org,2024-06-21,Headphones,301.0,2.9944500504540867,"33488 Acevedo Parks, Elliottshire, FL 11526"
67b65d29-81fb-456a-9945-afc847fe32a6,Joseph Cook,39.17246596066566,Male,tjackson@example.net,2024-03-09,Phone,793.758906783797,4.0,"954 Patrick Radial, New Stephanie, FL 67080"
3d282813-85aa-4719-ab06-7a84fbe645f0,Alan Howell,54.0,Female,xprice@example.net,2024-03-22,Phone,975.0,5.0,"4981 Julia Street Suite 644, Lake Adam, OH 92179"
65b99e30-92dc-47a7-b0c0-8c2f41953a9e,Kelly Schroeder,39.17246596066566,Female,cobbann@example.org,2024-01-03,Tablet,898.0,2.9944500504540867,"069 Bender Points, Millerfort, UT 81339"
8f8b906f-59cd-4ec6-a617-98f4c3a014ba,Joseph Johnson,39.17246596066566,Female,daleprice@example.org,2024-06-01,Headphones,1040.0,5.0,"6187 Natasha Haven Suite 678, West Gregg, MH 49457"
